id;name;region;city;address;website;phone;fax;email;director;legal_form;source_url
741;Санаторий «Сосновый бор»;Республика Марий Эл;;424000, Республика Марий Эл, Медведевский район, пос. Сосновый бор, ул. Озерная, д. 1-б;http://sb12.ru/;+7 (8362) 57-62-84, 57-62-83, +7(964)860-09-60;57-62-84;sbor12@mail.ru;;государственное унитарное предприятие Республики Марий Эл;https://sanatoria.ru/san.php?org=741
742;Центр восстановительной медицины и реабилитации;;Владивосток;690922, г. Владивосток, о. Русский, пос. Аякс-10, кампус ДВФУ, корп. 25;http://med.dvfu.ru/;+7 (423) 223-0000;+7(423) 223-0000, доб. 3001;mc@dvfu.ru;Медицинского центра;;https://sanatoria.ru/san.php?org=742
743;Санаторий-профилакторий «Приладожский»;Ленинградская область;Сясьстрой;187420, Ленинградская область, Волховский район, город Сясьстрой, улица Петра Лаврова, дом 10;http://priladozhskii.ru/;+7 (81363) 5-37-88, 5-21-65;5-28-05;scbk-prof@yandex.ru;;;https://sanatoria.ru/san.php?org=743
744;Санаторий «Слободка»;Тульская область;;301113, Тульская область, Ленинский район, с. Слободка, д. 71;http://skkpodmoskovie.ru/sanatoriums/sanatoriy-slobodka/o-sanatorii_slobodka/;+7 (495) 255-32-22 доб. 4, +7 (4872) 72-79-04, +7 (4872) 52-44-66;;skk_pm_2@mil.ru;;филиал федерального государственного бюджетного учреждения Министерства Обороны РФ;https://sanatoria.ru/san.php?org=744
745;Санаторий «Парус»;Новосибирская область;Бердск;633011, Новосибирская область, г. Бердск, ул. Красный Сокол, 29;http://parusberdsk.ru/;+7 (800) 300-68-28, +7 (383) 390-03-85;;zayavka@parusberdsk.ru;Сипачёва Марина Владиировна;общество с ограниченной ответственностью;https://sanatoria.ru/san.php?org=745
746;Санаторий-профилакторий «Здоровье»;Пермский край;;617830, Пермский край, гор. Чернушка, ул. Коммунистическая, 20;http://sanatoriy-zdirovie.ru/;+7 (34261) 4-65-03, 4-25-95;4-25-95;spzdorovje@bk.ru;;муниципальное унитарное предприятие;https://sanatoria.ru/san.php?org=746
747;Санаторий-профилакторий «Металлург»;Оренбургская область;Медногорск;462270, Оренбургская область, г. Медногорск, ул. Мало-Садовая, 1а;;+7 (35379) 3-07-54, 3-23-53;3-07-54;sanprofmet@mail.ru;Гатауллина Нина Рудольфовна;общество с ограниченной ответственностью;https://sanatoria.ru/san.php?org=747
748;Сананторий «Отрадное»;;;123056, Московская обл., Красногорский р-он, п/о Отрадное, санаторий Отрадное;http://medsi.ru/clinics/otradnoe/;+7 (985) 240-19-93, +7 (910) 400-45-03;;rehab@medsigroup.ru;Шишкин Николай Игоревич;акционерное общество;https://sanatoria.ru/san.php?org=748
749;Детский санаторий «Орловчанка»;;;302502, Орловская обл., Орловский р-н, п. Стрелецкий, ул. Берёзовая, д. 15;;+7 (4862) 40-31-92, 40-37-64;40-31-93;ds-orlovchanka@yandex.ru;Забелин Михаил Иванович;бюджетное учреждение здравоохранения Орловской области;https://sanatoria.ru/san.php?org=749
750;Реабилитационно-оздоровительный центр «Русь»;Оренбургская область;;460551, Оренбургская область, Оренбургский район, с. Старица;http://roc-rus.msr.orb.ru/;+7 (3532) 37-56-12;37-56-14;roc_rus@mail.orb.ru;;государственное автономное учреждение социального обслуживания Оренбургской области;https://sanatoria.ru/san.php?org=750
751;Магаданский областной санаторий «Талая»;Магаданская область;;686117, Магаданская область, Хасынский район, пос. Талая, ул. Строителей, д. 1;http://xn----7sbaba9bhsmlwhqf2r.xn--p1ai/;+7 (41342) 99-2-12 (регистратура), 99-1-71 (главный врач);99-219;magadan_talaya@mail.ru;Дик Марина Валентиновна;государственное автономное учреждение здравоохранения;https://sanatoria.ru/san.php?org=751
752;Санаторий-профилакторий «Чистые ключи»;Свердловская область;Серов;624992, Свердловская область, г. Серов, ул. Агломератчиков, д. 6;http://www.kluchi66.ru/;+7 (343 85) 5-22-24, 5-23-48;5-55-55 доб. 33-44;chictyie.kluchi@mail.ru;Ашихмин Дмитрий Геннадьевич;открытое акционерное общество;https://sanatoria.ru/san.php?org=752
753;Санаторий «Жуковский»;Брянская область;Жуковка;242702, Брянская область, г. Жуковка, ул. Набережная, д. 5;http://sanzhukovskiy.ru/;+7 (48-334) 3-19-41, 3-44-17;3-26-41;guk@online.debryansk.ru;Бурец Юрий Анатольевич;общество с ограниченной ответственностью;https://sanatoria.ru/san.php?org=753
754;Санаторий-профилакторий «Горняк»;Оренбургская область;Гай;462630, Оренбургская область, г. Гай, ул. Комсомольская, д. 13;http://xn----ftbvledkd6k.xn--p1ai/;+7 (35362) 4-70-38, 4-32-38;4-32-38;gornyak.ooo@mail.ru;Русяев Александр Иванович;общество с ограниченной ответственностью;https://sanatoria.ru/san.php?org=754
755;Реабилитационный центр «Лесная сказка» для детей с ограниченными возможностями;Костромская область;;157049, Костромская область, Буйский муниципальный район, гп. Чистые Боры, мкр. Лесной, д. 2;http://xn--80aaajkotcdviypcw4c6j.xn--p1ai/;+7 (49435) 3-64-37, 3-64-81;3-64-37;lesnayaskazkabuy@yandex.ru;Соломатова Ольга Михайловна;государственное казенное учреждение;https://sanatoria.ru/san.php?org=755
756;Санаторий «Евромед»;Омская область;;644544, Омская область, Омский р-он, пос. Ачаирский, ул. Курортная, д. 8;http://semo55.ru/;+7 (3812) 33-11-44, +7 (3812) 331-300 (WhatsApp);;sale@semo55.ru;Федосеева Анна Викторовна;общество с ограниченной ответственностью;https://sanatoria.ru/san.php?org=756
757;Санаторий-профилакторий «Автомобилист»;Омская область;;644518, Омская область, д.п. Чернолучье, ул. Курортная, 20;http://www.avtomobilist-omsk.ru/;+7 (3812) 25-66-91, 97-65-77;25-67-88;spomsk@omskavtotrans.ru;Перекопский Юрий Анатольевич;открытое акционерное общество;https://sanatoria.ru/san.php?org=757
758;Санаторий-профилакторий «Алит»;Пермский край;Горнозаводск;618820, Пермский край, г. Горнозаводск;http://alit59.ru/;+7 (342) 270-09-99;;alit8216@yandex.ru;Радий Харисович Гараев;открытое акционерное общество;https://sanatoria.ru/san.php?org=758
759;Санаторий «Мир»;Магаданская область;Магадан;685000, Магаданская область, г. Магадан, ул. Пушкина, д. 6;;+7 (84132) 62-30-99, 62-50-31;62-30-99;mir.magadan@gmail.com;Моргачева Ирина Николаевна;общество с ограниченной ответственностью;https://sanatoria.ru/san.php?org=759
760;Санаторий-профилакторий «Росинка»;Республика Башкортостан;;452935, Республика Башкортостан, Краснокамский район, д. Раздолье;http://locenergetik.ru/;+7 (34783) 6-91-90, +7 (347) 269-41-09;+7 (347) 269-41-06;loc@bgkbr.ru;Киряшин Владимир Александрович;общество с ограниченной ответственностью;https://sanatoria.ru/san.php?org=760
761;Санаторий-профилакторий «Салават»;Республика Башкортостан;;453880, Республика Башкортостан, Мелеузовский район, д. Сабашево;http://locenergetik.ru/;+7 (34763) 276-18, +7 (347) 269-40-87;+7 (347) 269-41-06;loc@bgkbr.ru;Киряшин Владимир Александрович;общество с ограниченной ответственностью;https://sanatoria.ru/san.php?org=761
762;Саяногорский реабилитационный центр для детей;Республика Хакасия;Саяногорск;655600, Республика Хакасия, г. Саяногорск, мкрн. Центральный, д. 5;http://sayanreabil.ru/;+7 (39042) 2-18-76, 2-15-60;2-15-60;sayanreabil@yandex.ru;Козяр Светлана Владимировна;государственное бюджетное учреждение Республики Хакасия;https://sanatoria.ru/san.php?org=762
763;Реабилитационный центр «Большой Тараскуль»;Тюменская область;Тюмень;625058, Тюменская область, г. Тюмень, ул. Сказочная, 26;http://bigtaraskul.ru/;+7 (3452) 555-883, +7 (3452) 555-894;;RCBT@yanao.ru;Баранова Ольга Васильевна;государственное бюджетное учреждение;https://sanatoria.ru/san.php?org=763
764;Районный пансионат «Сюмин Булнг» с лечением;Республика Калмыкия;;359300, Республика Калмыкия, Юстинский район, п. Цаган Аман, ул. Советская, д. 140;;+7 (84744) 9-29-72, 9-21-85;;;Бастаев Владимир Сагаевич;муниципальное унитарное предприятие;https://sanatoria.ru/san.php?org=764
765;Санаторий-профилакторий АО «Боровичский комбинат огнеупоров»;Новгородская область;Боровичи;174411, Новгородская область, г. Боровичи, набережная Заводская, д. 2;http://xn--90asm.xn--p1ai/profilactory/;+7 (81644) 9-27-74, 9-27-21;;ekmikhailova@oaobko.ru;Коробова Марина Сергеевна;акционерное общество;https://sanatoria.ru/san.php?org=765
766;Курорт «Красная Пахра»;г. Москва;Москва;108828, г. Москва, поселение Краснопахорское, с. Красное, ул. Парковая, д. 10, стр. 1;http://pakhra.amaks-kurort.ru/;+7 (499) 550-00-99;;sales-pakhra@amaks-hotels.ru;Пороховник Надежда Владимировна;общество с ограниченной ответственностью;https://sanatoria.ru/san.php?org=766
768;Санаторий «Бахористон»;Республика Таджикистан;Кайраккум;735750, Республика Таджикистан, г. Кайраккум;http://bahoriston.com/;+992 44 640 66 40, +992 92 858 55 55;+992 44 630 45 06;info@bahoriston.tj;Абдуджаборов Абдурахмон Абдувахобович;общество с ограниченной ответственностью;https://sanatoria.ru/san.php?org=768
769;Санаторий «Магадан»;Краснодарский край;Сочи;354208, Краснодарский край, г. Сочи, ул. Декабристов, 161;http://sochi-magadan.ru/;+7 (862) 252 72 96, +7 800 500-53-54;+7 862 252-72-96;magadan_m@mail.ru;Жёлтиков Сергей Владимирович;открытое акционерное общество;https://sanatoria.ru/san.php?org=769
770;Санаторий «Яровое»;Алтайский край;Яровое;658837, Алтайский край, г. Яровое, ул. Гагарина, д. 5;http://kcvmir.com/;+7 (38568) 20-859, +7 903 958-92-92, +7 923 008-85-79;+7 38568 20-016;br@kcvmir.com;Васильева Галина Николаевна;краевое государственное бюджетное учреждение здравоохранения;https://sanatoria.ru/san.php?org=770
771;Многопрофильный центр медицины и реабилитации «Курорт Увильды»;;;456890, Челябинская обл., Аргаяшский р-н, пос. Увильды.;http://www.uvildy.ru/;+7 (351) 225-14-14, 225-16-16;;sales_uvildy@uvildy.ru;Мицуков Александр Федорович;общество с ограниченной ответственностью;https://sanatoria.ru/san.php?org=771
772;Санаторий «БФО»;Краснодарский край;Анапа Юридический адрес: ул. Пушкина;353440, Краснодарский край, г. Анапа Юридический адрес: ул. Пушкина, 13;http://www.anapa-bfo.ru/;+7 (86133) 3-29-67, +7 (86133) 4-61-64, +7 (86133) 4-06-62, +7 (918) 994-43-13;;bronbfo@mail.ru;Кругликов Олег Сергеевич;акционерное общество;https://sanatoria.ru/san.php?org=772
773;Санаторий «Звенигородский»;Москвоская область;Звенигород;143180, Москвоская область, г. Звенигород, Ратехинское шоссе, владение 6;http://skkpodmoskovie.ru/sanatoriums/sanatoriy-zvenigorodskiy/;+7 (495) 255-32-22 доб.3, 125-00-55, 992-94-71, 597-74-71;;skk_pm_2@mil.ru;;филиал;https://sanatoria.ru/san.php?org=773
774;Санаторий «Тарховский»;Санкт-Петербург;Зеленогорск;197720, Россия, Санкт-Петербург, г. Зеленогорск, ул. Пограничная, д. 2;http://skkzapad.ru/sanatoriy-tarhovskiy;+7 (812) 433-42-76, 433-50-52;433-42-76;z4333620@yandex.ru;;филиал;https://sanatoria.ru/san.php?org=774
775;Республиканская больница спелеолечения;Минская область;Солигорск;223710, Республика Беларусь, Минская область, г. Солигорск, Проезд Лесной, 3;http://speleo.by/;+375 174-23-79-85;+375 174-23-79-85;speleo.by@gmail.com;Левченко Павел Александрович;государственное учреждение;https://sanatoria.ru/san.php?org=775
776;Санаторий-профилакторий «Подлипки» РКК «Энергия»;Московская область;Королёв;141071, Московская область, г. Королёв, ул. Северная, дом 15Б;http://podlipki-energia.ru/;+7 (495 ) 516-59-43, 513-66-78, 513-63-27;516-59-43;5165943@mail.ru;;публичное акционерное общество;https://sanatoria.ru/san.php?org=776
777;Санаторно-курортный комплекс «Эльтон»;;;404256, Волгоградская обл., Палласовский р-н, п. Эльтон, ул. Джаныбекская, 1;http://eltonmed.ru/;+7 (8442) 51-10-20, 51-10-15;;skk@eltonmed.ru;Мисюрина Лидия Александровна;филиал;https://sanatoria.ru/san.php?org=777
778;Детский санаторий «Белокуриха» им.;Алтайский край;Белокуриха;659900, Алтайский край, г. Белокуриха, ул. Е. Славского, д. 14;http://detsun.ru/;+7 (800) 100-29-95, +7 (38577) 3-43-13, +7 (38577) 3-43-15;+7 (38577) 3-43-15;dsm@mail.biisk.ru;Юрова Елена Геннадьевна;федеральное государственное бюджетное учреждение;https://sanatoria.ru/san.php?org=778
779;Санаторий «Красный Холм»;Ярославская область;;150517, Ярославская область, Ярославский р-н, пос. Красный холм, ул. Волжская, 2;http://redholm.ru/;+7 (4852) 43-72-03, 43-72-43;43-72-03;sale@redholm.ru;Абрамов Андрей Викторович;открытое акционерное общество;https://sanatoria.ru/san.php?org=779
780;Санаторий «Русь»;Краснодарский край;Горячий Ключ;353292, Краснодарский край, г. Горячий Ключ, ул. Лермонтова, 41;http://san-russ.ru/;+7 (86159) 3-48-42, +7 (918) 235-0-235;+7 (86159) 3-81-07;booking@san-russ.ru;Оверко Николай Владимирович;общество с ограниченной ответственностью;https://sanatoria.ru/san.php?org=780
781;Евпаторийский военный детский клинический санаторий имени;Республика Крым;Евпатория;297408, Россия, Республика Крым, г. Евпатория, ул. Дувановская, 21;http://lekardeti.ru/;+7 (36569) 3-05-65, 2-80-35, 3-14-00;3-11-55;vds_evpator@mil.ru;;федеральное государственное бюджетное учреждение;https://sanatoria.ru/san.php?org=781
782;Санаторий-профилакторий «Газовик»;;;422594, РТ, Верхнеуслонский район, с. Пустые Моркваши;http://kazan-tr.gazprom.ru/social/sanatory/;+7 (843) 524-55-15, +7 (843) 524-55-19, +7 (843)-524-55-19;;sp-gazovik@tattg.gazprom.ru;;общество с ограниченной ответственностью;https://sanatoria.ru/san.php?org=782
783;ГАУЗ Республики Башкортостан санаторий «Дуслык» г. Уфа для детей, в том числе для детей с родителями;Республика Башкортостан;Уфа;450075, Республика Башкортостан, г. Уфа, ул. Р. Зорге, д. 71/1;http://duslik-ufa.ru/;+7 (347) 235-73-04, +7(347)284-17-72, +7(347)284-27-61;;ufa.duslik@doctorrb.ru;Каримова Светлана Сиреневна;государственное автономное учреждение здравоохранения Республики Башкортостан;https://sanatoria.ru/san.php?org=783
784;Реабилитационный центр «Звездный»;Краснодарский край;Горячий Ключ;353292, Краснодарский край, г. Горячий Ключ, ул. Ленина, дом 5;http://san-stars.ru/;+7 (86159) 3-62-35, +7 (800) 333-35-19;;mail@san-stars.ru;Гиш Рамазан Айдамирович;Автономное учреждение Республики Адыгея;https://sanatoria.ru/san.php?org=784
785;Санаторно-курортный комплекс «Машук Аква-Терм»;Ставропольский край;Железноводск;357431, Россия, Ставропольский край, г. Железноводск, пос. Иноземцево, ул. Родниковая, д. 22;http://sanatory-mashuk.ru/;+7 (87932) 5-03-60, 5-03-50;5-50-50;info@sanatory-mashuk.ru;Бокова Ольга Александровна;общество с ограниченной ответственностью;https://sanatoria.ru/san.php?org=785
786;Санаторий «Зелёный городок»;Московская область;;141217, Московская область, Пушкинский район, дер. Костино;http://green-town.ru/;+7 (495) 984-87-97;993-34-70;info@green-town.ru;Тишаков Александр Юрьевич;акционерное общество;https://sanatoria.ru/san.php?org=786
787;ФГБУ «Санаторий «Южный» Управление делами;Республика Крым;Ялта;298690, Российская Федерация, Республика Крым, г. Ялта, пгт. Форос, тер. Форос-1;http://yuzhnij.udprf-crimea.com/;+7 (3654) 25-10-01, +7 (978) 954-39-30, +7 (978) 954-39-31;+7 (3654) 25-19-80;yuzhnyy-marketing@mail.ru;Сушко Александр Витальевич;aедеральное государственное бюджетное учреждение;https://sanatoria.ru/san.php?org=787
788;Санаторий «Авангард»;Краснодарский край;Сочи;354002, Краснодарский край, г. Сочи, ул. Курортный проспект, д. 83;http://sochi-avangard.ru/;+7 (862) 246-88-00, 246-88-02;246-88-01;marketing@sochi-avangard.ru;Каргаев Владимир Алексеевич;"филиал ФГБУ ""Детский медицинский центр"" УД Президента РФ";https://sanatoria.ru/san.php?org=788
789;ММЦ «Волжская Здравница»;;Волгоград;400125, г. Волгоград, ул. Грамши, 6;http://volgazdravnica.ru/;+7 (8442) 96-21-00, +7 (905) 390-88-60, +7 (8442) 70-79-89;;zdravnica34@mail.ru;Коршунов Евгений Владимирович;общество с ограниченной ответственностью;https://sanatoria.ru/san.php?org=789
790;Санаторий «Рассвет»;Новосибирская область;Бердск;633009, Новосибирская область, город Бердск, ул. Зелёная роща 9/1;http://san-rasswet.ru/;+7 (383) 287-90-08;414-45-57;reklama_sanrassvet@mail.ru;Полещук Руслан Альбертович;общество с ограниченной ответственностью;https://sanatoria.ru/san.php?org=790
791;АО «Адлеркурорт» — санаторий «Коралл»;Краснодарский край;Сочи;354364, Краснодарский край, г. Сочи, ул. Ленина, 219 «А»;http://adlerkurortsochi.ru/;+7 (862) 227-01-67, 8 800 707-36-26;246-36-10;sales@adlerkurortsochi.ru;Лагерь Алексей Владимирович;акционерное общество;https://sanatoria.ru/san.php?org=791
792;ГБУЗ РБ;Республика Башкортостан;;453263, Республика Башкортостан, Салават г., ул. 21-го Съезда КПСС, 124;;+7 (34763) 72160, 72161;72160;dsistok@rambler.ru;Хабибулин Ренат Абдулханович;государственное бюджетное учреждение здравоохранения;https://sanatoria.ru/san.php?org=792
793;Санаторий «Форос»;Республика Крым;Ялта;298690, Республика Крым, г. Ялта, пгт Форос, Форосский спуск, д. 1;http://parkforos.ru/;+7 (800) 350-10-25, +7 (499) 350-10-25, +7 (988) 280-07-36;;booking@parkforos.ru;Шрша Эльвира Фирдинатовна;общество с ограниченной ответственностью;https://sanatoria.ru/san.php?org=793
794;Курорт «Серноводск-Кавказский»;Чеченская Республика;Серноводское;366701, Чеченская Республика, Серноводский район, г. Серноводское, ул. Курортная, 1;http://xn----8sbafcjfwjapbcc8aqb6arhi.xn--p1ai/;+7 (928) 940-40-01;;kurort.chr@mail.ru;Арсанова Роза Майроевна;общество с ограниченной ответственностью;https://sanatoria.ru/san.php?org=794
795;Санаторий «Истокъ»;Ставропольский край;Ессентуки;357601, Ставропольский край, г. Ессентуки, ул. Анджиевского, 23;http://istok-kmv.ru/;+7 (800) 333-51-17, +7(87934)5-11-00, +7(87934)6-13-91;;reserve@istok-kmv.ru;Афанасова Елена Михайловна;общество с ограниченной ответственностью;https://sanatoria.ru/san.php?org=795
796;Отделение Алкино детского санатория «Толпар»;;;452154, РБ, Чишминский район, с. Санатория «Алкино», ул. Нагорная, д. 1;http://xn--80aaa5afmkjclggbre.xn--p1ai/;+7 (347) 235-78-51, +7 (347) 246-00-26;;chishmy.tolpar@doctorrb.ru;Галиуллин Артур Рифович;государственное автономное учреждение;https://sanatoria.ru/san.php?org=796
797;ФГБУ «Сакский военный клинический санаторий им. Н.И. Пирогова»;Республика Крым;Саки;296500, Республика Крым, г. Саки, ул. Курортная, д. 2;http://saki-pirogova.ru/;+7 (499) 638-38-43, 638-38-88, +7 (978) 729-47-77;;office@saki-pirogova.ru;;федеральное государственное бюджетное учреждение;https://sanatoria.ru/san.php?org=797
798;ФГБУ «Детский медицинский центр» Реабилитационное отделение «Поляны»;;;143032, Московская обл., Одинцовский район, п/о Горки-10;http://www.kdpmc.ru/;+7 (495) 727-11-66, 634-18-38;727-11-69;polyani@kdpmc.ru;Шурыгина Светлана Вячеславовна;федеральное государственное бюджетное учреждение;https://sanatoria.ru/san.php?org=798
799;Санаторий-SPA-отель «Ингала»;Тюменская область;Тюмень;625062, Тюменская область, г. Тюмень, ул. Червишевский тракт, 37;http://www.ingala.su/;+7 (3452) 31-76-20, 600-418;31-88-00;zaouno@yandex.ru;Усольцев Евгений Владимрирович;закрытое акционерное общество;https://sanatoria.ru/san.php?org=799
800;ФБУ Центр реабилитации ФСС РФ «Туманный»;Республика Хакасия;Сорск;655111, Республика Хакасия, г. Сорск, Центр реабилитации «Туманный»;http://www.tumannet.ru/;+7 (39033) 22-104, 2-21-01, 2-21-03;22-104;info@tumannet.ru;Гордеева Раиса Васильевна;федеральное бюджетное учреждение;https://sanatoria.ru/san.php?org=800
801;ФБУ Центр реабилитации ФСС РФ «Тараскуль»;Тюменская область;Тюмень;625058, Тюменская область, г. Тюмень, ул. Санаторная, д. 10;http://xn--72-6kca4cg6ajfp4h.xn--p1ai/;+7 (3452) 39-57-52, 39-57-51, 39-57-53;39-57-64;mail@taraskul72.ru;Шанаурина Наталья Валериевна;федеральное бюджетное учреждение;https://sanatoria.ru/san.php?org=801
802;Санаторий «Шато Спас»;Ростовская область;Аксай;344000, Ростовская область, г. Аксай, ул. Заречная, д. 65;http://spa-shato.ru/;+7 (800) 201-02-19, +7 (863) 303-07-97, +7 (863) 303-08-15;+7 (863) 303-07-97;med-spa777@mail.ru;Кравченко Виктор Владимирович;общество с ограниченной ответственностью;https://sanatoria.ru/san.php?org=802
803;Санаторий «Сосновый бор»;Кировская область;;610901, Кировская область, Оричевский район, п. Сосновый бор;http://rzdz.ru/sosnovy_bor;+7 (8332) 78-33-34, 78-71-91;;info.sb@rzdz.ru;;"филиал АО ""РЖД-Здоровье""";https://sanatoria.ru/san.php?org=803
804;Санаторий «Транссиб»;Алтайский край;Белокуриха;659900, Алтайский край, г. Белокуриха, ул. Славского д. 57;http://transsib.rzdz.ru/;+7 (38577) 2-05-66, 2-05-64;2-05-64;info.transsib@rzdz.ru;;"филиал АО ""РЖД-Здоровье""";https://sanatoria.ru/san.php?org=804
805;Санаторий «Ивушка»;Краснодарский край;Сочи;354208, Краснодарский край, г. Сочи, ул. Лучезарная, д. 14;http://rzdz.ru/ivushka;+7 (8622) 52-83-55, 52-83-16;52-83-05;info.ivu@rzdz.ru;;"филиал АО ""РЖД-Здоровье""";https://sanatoria.ru/san.php?org=805
806;Санаторий «Долина Нарзанов» г. Железноводск;Ставропольский край;Железноводск;357418, Ставропольский край, г. Железноводск, ст. Бештау, ул. Глинки, 1а;http://rzdz.ru/dolina_narzanov_zheleznovodsk/;+7 (87932) 5-59-51, 5-51-09;5-51-09;info.dnzh@rzdz.ru;;Филиал АО «РЖД-ЗДОРОВЬЕ»;https://sanatoria.ru/san.php?org=806
807;Санаторно-курортный комплекс «Адлеркурорт»;Краснодарский край;Сочи;354340, Российская Федерация, Краснодарский край, г. Сочи, Адлерский район, ул. Ленина, д. 219;http://xn--80aidudumbbuh.xn--p1ai/;+7 (862) 246-36-02, 246-36-08;246-36-10;sco@adlerkurortsocsi.ru;Лагерь Алексей Владимирович;акционерное общество;https://sanatoria.ru/san.php?org=807
808;Пансионат «Энергетик»;Республика Бурятия;;671015, Республика Бурятия, пос. Нилова Пустынь, ул. Центральная, 72;http://grandbaikal.ru/;+7 (800) 555-88-37, +7 (3952) 259-264;;booking@grandbaikal.ru;Борисова Галина Алексеевна;;https://sanatoria.ru/san.php?org=808
809;Санаторий «Чайка»;;Нальчик;360000, КБР, город Нальчик, улица Марко Вовчок, дом 4;http://chayka-nalchik.ru/;+7 (8662) 720-052, 720-364;720-915;chaikanalchik@yandex.ru;Бажанова Наталия Викторовна;акционерное общество;https://sanatoria.ru/san.php?org=809
810;Курортный комплекс «Отель Анакопия Club»;село Приморское. Центральный офис продаж: г. Москва;;Республика Абхазия, Гудаутский район, село Приморское. Центральный офис продаж: г. Москва, ул. Строгинский бульвар, д. 4 офис V (рядом с метро Строгино);http://www.anakopia.ru/;+7 (499) 704-56-57, +7 (977) 605-27-70;;infomsk@anakopia.ru;Шинелин Алексей Владимирович;частная собственность;https://sanatoria.ru/san.php?org=810
811;Санаторий для детей и детей с родителями «Искра»;Республика Крым;Евпатория;297408, Республика Крым, г. Евпатория, ул. Кирова, д. 91−101;http://iskra.crm.medobl.ru/;+7 (36569) 3-30-84, 3-33-49;3-22-46;san_iskra@mail.ru;Слюсаренко Артур Васильевич;государственное бюджетное учреждение Республики Крым;https://sanatoria.ru/san.php?org=811
812;Санаторий «Белый камень»;Свердловская область;Асбест;624282, Свердловская область, г. Асбест, пос. Белокаменный, Пансионат;http://b-kamen.com/;+7 (343) 216-51-96, 204-71-74;310-32-18;info@b-kamen.com;Ахлестин Сергей Викторович;общество с ограниченной ответственностью;https://sanatoria.ru/san.php?org=812
813;Специализированный спинальный санаторий имени академика;Республика Крым;Саки;296500, Республика Крым, г. Саки, ул. Кypoртная. д. 10;http://saki-burdenko.ru/;+7 (36563) 3-33-62, +7(36563)3-33-63, +7(978)81-75-481;;market.burdenko@yandex.ru;Данильченко Ирина Георгиевна;государственное автономное учреждение Республики Крым;https://sanatoria.ru/san.php?org=813
814;Меди-спа-отель «Аста Вита»;г. Санкт-Петербург;Санкт-Петербург;194352, г. Санкт-Петербург, пос. Репино, Приморское шоссе, дом 427, литера Д;http://asta-vita.ru/;+7 (812) 432-10-00, +7 (921) 997-74-70;+7 (812) 432-02-23;sale@asta-yita.ru;Калинина Лидия Игоревна;общество с ограниченной ответственностью;https://sanatoria.ru/san.php?org=814
815;Санаторий «Дубки» АО «Ульяновскурорт»;Ульяновская область;;433340, Ульяновская область, Ульяновский район, с. Ундоры, санаторий «Дубки»;http://ulkurort.ru/;+7 (842) 546-11-33, +7 (800) 707-41-05;+7 842 247-70-46;dubki@ulkurort.ru;Жуковский Андрей Борисович;непубличное акционерное общество;https://sanatoria.ru/san.php?org=815
816;Санаторно-курортный комплекс «Северокавказский» Министерства обороны Российской Федерации;Ставропольский край;Пятигорск;357534, Ставропольский край, г. Пятигорск, улица Соборная, 24;http://www.skkmorf-sevkav.ru/;+7 (8793) 97-38-20, 97-37-76;97-38-79;info@skkmorf-sevkav.ru;;федеральное государственное бюджетное учреждение;https://sanatoria.ru/san.php?org=816
817;Санаторий «Игуменка»;Тверская область;;171273, Тверская область, Конаковский р-н, д. Игуменка;http://igumenka-san.ru/;+7 (48242) 5-73-62, 5-72-94;5-37-62;igumenka-san@yandex.ru;Корешков Вадим Валерьевич;общество с ограниченной ответственностью;https://sanatoria.ru/san.php?org=817
818;Санаторий «Кармадон»;;;363126, РСО-Алания, Пригородный район, с. Карамадон;;+7 (8672) 53-49-58;53-49-58;;;филиал;https://sanatoria.ru/san.php?org=818
819;Санаторий «Осетия»;Республика Северная Осетия;Владикавказ;365015, Республика Северная Осетия, г. Владикавказ, Проспект Коста, д. 12;http://kurorty-osetii.ru/?p=1918;+7 (8672) 25-37-89, 25-00-29, 25-04-96;25-00-29;;;филиал;https://sanatoria.ru/san.php?org=819
820;Детский реабилитационный центр «Тамиск»;Республика Северная Осетия Алания;Алагир;363213, Республика Северная Осетия Алания, Алагирский район, г. Алагир, пос. Тамиск, д. 19;http://tamiskdeti.ru/;+7 (86731) 3-59-19, +7 (86731) 3-43-64;;tamiskdeti@yandex.ru;Цагараева Зарина Рамазановна;государственное бюджетное учреждение;https://sanatoria.ru/san.php?org=820
821;Пансионат «Урсдон»;Республика Северная Осетия;;363405, Республика Северная Осетия, Дигорский район, с. Кора-Урсдон;http://kurorty-osetii.ru/?p=1920;+7 (86733) 92-4-57;92-4-57;karaeva.mariza@mail.ru;Гамаонов Эрик Владимирович;филиал;https://sanatoria.ru/san.php?org=821
822;Санаторий «Алтайский замок»;Алтайский край;Белокуриха;659900, Алтайский край, г. Белокуриха, ул. Славского, д. 29;http://altzamok.ru/;+7 (38577) 20-945, 20-944, +7 800 600-98-55;;bron@altzamok.ru;Петрова Татьяна Валентиновна;общество с ограниченной ответственностью;https://sanatoria.ru/san.php?org=822
823;Санаторий;Алтайский край;Белокуриха;659900, Россия, Алтайский край, г. Белокуриха, ул. Славского, 45;http://www.centrosouz.ru/;+7 (38577) 23-5-87, 2-44-32, 23-9-96;22-5-77;priemcs@gmail.com;Кудрявский Сергей Иванович;некоммерческая организация;https://sanatoria.ru/san.php?org=823
